Hotel Name,Location,Price,Rating,Reviews Count,Score,Link
Dima Pyramids View,"Giza, Cairo","EGP 15,174",Scored 8.4,8.4,Scored 8.4,https://www.booking.com/hotel/eg/dima-pyramids-view.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476503&all_sr_blocks=1208303302_417328178_2_41_0_1137493&highlighted_blocks=1208303302_417328178_2_41_0_1137493&matching_block_id=1208303302_417328178_2_41_0_1137493&sr_pri_blocks=1208303302_417328178_2_41_0_1137493_31500&from=searchresults
"Golden Park Hotel Cairo, Heliopolis","Heliopolis, Cairo","EGP 15,477",Scored 7.0,7.0,Scored 7.0,https://www.booking.com/hotel/eg/golden-park.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476503&all_sr_blocks=73852702_421277977_2_10_0&highlighted_blocks=73852702_421277977_2_10_0&matching_block_id=73852702_421277977_2_10_0&sr_pri_blocks=73852702_421277977_2_10_0__32130&from=searchresults
Horus Horizon INN,"Giza, Cairo","EGP 8,671",Scored 8.7,8.7,Scored 8.7,https://www.booking.com/hotel/eg/cure-pyramids-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1379283915_411198527_2_41_0_1074475&highlighted_blocks=1379283915_411198527_2_41_0_1074475&matching_block_id=1379283915_411198527_2_41_0_1074475&sr_pri_blocks=1379283915_411198527_2_41_0_1074475_18000&from=searchresults
Explore Stars Pyramids View,"Giza, Cairo","EGP 4,325",Scored 8.0,8.0,Scored 8.0,https://www.booking.com/hotel/eg/new-pyramids-star-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1196130803_391898822_0_32_0&highlighted_blocks=1196130803_391898822_0_32_0&matching_block_id=1196130803_391898822_0_32_0&sr_pri_blocks=1196130803_391898822_0_32_0__8978&from=searchresults
mass sphinx & pyramid stay,"Giza, Cairo","EGP 10,838",Not available,Not available,Not available,https://www.booking.com/hotel/eg/mero-pyramids-sphinx.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1495230706_421183979_2_1_0&highlighted_blocks=1495230706_421183979_2_1_0&matching_block_id=1495230706_421183979_2_1_0&sr_pri_blocks=1495230706_421183979_2_1_0__22500&from=searchresults
Aladdin Sphinx & Pyramid Stay,"Giza, Cairo","EGP 4,335",Scored 8.8,8.8,Scored 8.8,https://www.booking.com/hotel/eg/ancient-pyramids-view-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1473421302_418852763_2_0_0&highlighted_blocks=1473421302_418852763_2_0_0&matching_block_id=1473421302_418852763_2_0_0&sr_pri_blocks=1473421302_418852763_2_0_0__9000&from=searchresults
Plaza Pyramids & GEM View,"Giza, Cairo","EGP 12,382",Scored 8.1,8.1,Scored 8.1,https://www.booking.com/hotel/eg/pyramids-amp-museum-plaza-view.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1377333107_421148987_0_1_0_1204931&highlighted_blocks=1377333107_421148987_0_1_0_1204931&matching_block_id=1377333107_421148987_0_1_0_1204931&sr_pri_blocks=1377333107_421148987_0_1_0_1204931_25704&from=searchresults
Karnak Pyramids View inn,"Giza, Cairo","EGP 2,775",Scored 9.6,9.6,Scored 9.6,https://www.booking.com/hotel/eg/karnak-house-pyramids-view-lhrm.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1317105003_420061030_0_1_0&highlighted_blocks=1317105003_420061030_0_1_0&matching_block_id=1317105003_420061030_0_1_0&sr_pri_blocks=1317105003_420061030_0_1_0__5760&from=searchresults
Grand Palace Hotel,"Downtown Cairo, Cairo","EGP 17,558",Scored 7.6,7.6,Scored 7.6,https://www.booking.com/hotel/eg/grand-palace.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=432657103_335348094_2_1_0&highlighted_blocks=432657103_335348094_2_1_0&matching_block_id=432657103_335348094_2_1_0&sr_pri_blocks=432657103_335348094_2_1_0__36450&from=searchresults
Isis Hostel 2,"Downtown Cairo, Cairo","EGP 11,792",Scored 7.7,7.7,Scored 7.7,https://www.booking.com/hotel/eg/isis-2.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=47624007_167622107_0_2_0&highlighted_blocks=47624007_167622107_0_2_0&matching_block_id=47624007_167622107_0_2_0&sr_pri_blocks=47624007_167622107_0_2_0__24480&from=searchresults
Golden mask pyramids inn,"Giza, Cairo","EGP 8,292",Scored 8.5,8.5,Scored 8.5,https://www.booking.com/hotel/eg/golden-mask-pyramids-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=938204502_366077557_0_41_0&highlighted_blocks=938204502_366077557_0_41_0&matching_block_id=938204502_366077557_0_41_0&sr_pri_blocks=938204502_366077557_0_41_0__17213&from=searchresults
Middle East pyramids veiw &jacuzzi,"Giza, Cairo","EGP 4,791",Scored 8.7,8.7,Scored 8.7,https://www.booking.com/hotel/eg/middle-east-al-haram.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1460785706_417812879_0_41_0&highlighted_blocks=1460785706_417812879_0_41_0&matching_block_id=1460785706_417812879_0_41_0&sr_pri_blocks=1460785706_417812879_0_41_0__9945&from=searchresults
Pyramids Sunrise Private Family studio,"Giza, Cairo","EGP 12,529",Scored 10,10,Scored 10,https://www.booking.com/hotel/eg/private-family-studio.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1356540001_408017005_2_0_0&highlighted_blocks=1356540001_408017005_2_0_0&matching_block_id=1356540001_408017005_2_0_0&sr_pri_blocks=1356540001_408017005_2_0_0__26010&from=searchresults
Oro Pyramids View Hotel,"Giza, Cairo","EGP 9,552",Scored 9.1,9.1,Scored 9.1,https://www.booking.com/hotel/eg/city-view-pyramids.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1320763511_405934951_0_1_0_1082619&highlighted_blocks=1320763511_405934951_0_1_0_1082619&matching_block_id=1320763511_405934951_0_1_0_1082619&sr_pri_blocks=1320763511_405934951_0_1_0_1082619_19829&from=searchresults
PYRAMIDS TOP IN,"Giza, Cairo","EGP 13,179",Scored 8.7,8.7,Scored 8.7,https://www.booking.com/hotel/eg/pyramids-top-in.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=955228805_368394561_2_41_0&highlighted_blocks=955228805_368394561_2_41_0&matching_block_id=955228805_368394561_2_41_0&sr_pri_blocks=955228805_368394561_2_41_0__27360&from=searchresults
Carlos pyramids hote,"Giza, Cairo","EGP 7,587",Scored 9.0,9.0,Scored 9.0,https://www.booking.com/hotel/eg/pyramid-inn-lhrm2.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1357281448_408401889_0_41_0&highlighted_blocks=1357281448_408401889_0_41_0&matching_block_id=1357281448_408401889_0_41_0&sr_pri_blocks=1357281448_408401889_0_41_0__15750&from=searchresults
Pyramids & Sphinx Hut Hotel,"Giza, Cairo","EGP 4,216",Scored 10,10,Scored 10,https://www.booking.com/hotel/eg/sphinx-blue-gate-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1472333004_418569492_0_41_0&highlighted_blocks=1472333004_418569492_0_41_0&matching_block_id=1472333004_418569492_0_41_0&sr_pri_blocks=1472333004_418569492_0_41_0__8752&from=searchresults
Zm apartment shehab Vib,"Mohandesin, Cairo (Mohandesin)","EGP 26,532",Scored 10,10,Scored 10,https://www.booking.com/hotel/eg/zn-apartment-vib.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1333444101_412663065_2_0_0&highlighted_blocks=1333444101_412663065_2_0_0&matching_block_id=1333444101_412663065_2_0_0&sr_pri_blocks=1333444101_412663065_2_0_0__55080&from=searchresults
Royal Pyramids View,"Giza, Cairo","EGP 7,960",Scored 8.2,8.2,Scored 8.2,https://www.booking.com/hotel/eg/city-canter-pyramids.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1320712901_405724048_0_41_0&highlighted_blocks=1320712901_405724048_0_41_0&matching_block_id=1320712901_405724048_0_41_0&sr_pri_blocks=1320712901_405724048_0_41_0__16524&from=searchresults
World Hotel Downtown,Cairo,"EGP 13,019",Scored 9.9,9.9,Scored 9.9,https://www.booking.com/hotel/eg/world-downtown.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1484075602_420115793_0_1_0&highlighted_blocks=1484075602_420115793_0_1_0&matching_block_id=1484075602_420115793_0_1_0&sr_pri_blocks=1484075602_420115793_0_1_0__27027&from=searchresults
Pyramids Gem Plaza Boutique Hotel & Restaurant,"Giza, Cairo","EGP 17,883",Scored 8.4,8.4,Scored 8.4,https://www.booking.com/hotel/eg/pyramids-gem-plaza.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=560978224_402735351_2_41_0&highlighted_blocks=560978224_402735351_2_41_0&matching_block_id=560978224_402735351_2_41_0&sr_pri_blocks=560978224_402735351_2_41_0__37125&from=searchresults
New Lotus Hotel,"Downtown Cairo, Cairo","EGP 13,239",Scored 7.5,7.5,Scored 7.5,https://www.booking.com/hotel/eg/lotus-new.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1099271805_382788932_0_1_0&highlighted_blocks=1099271805_382788932_0_1_0&matching_block_id=1099271805_382788932_0_1_0&sr_pri_blocks=1099271805_382788932_0_1_0__27483&from=searchresults
Dior Hotel Downtown,Cairo,"EGP 17,845",Scored 8.5,8.5,Scored 8.5,https://www.booking.com/hotel/eg/dior.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1270379802_408453860_0_1_0_868590&highlighted_blocks=1270379802_408453860_0_1_0_868590&matching_block_id=1270379802_408453860_0_1_0_868590&sr_pri_blocks=1270379802_408453860_0_1_0_868590_37046&from=searchresults
Aladdin Pyramids destination,"Giza, Cairo","EGP 4,552",Scored 8.0,8.0,Scored 8.0,https://www.booking.com/hotel/eg/pyramids-destination-inn.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1247000206_397033106_2_0_0&highlighted_blocks=1247000206_397033106_2_0_0&matching_block_id=1247000206_397033106_2_0_0&sr_pri_blocks=1247000206_397033106_2_0_0__9450&from=searchresults
Pyramids desret view inn,"Giza, Cairo","EGP 4,390",Scored 10,10,Scored 10,https://www.booking.com/hotel/eg/pyramids-desert-view-inn-al-haram2.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1350541901_407441328_2_41_0_789485&highlighted_blocks=1350541901_407441328_2_41_0_789485&matching_block_id=1350541901_407441328_2_41_0_789485&sr_pri_blocks=1350541901_407441328_2_41_0_789485_9113&from=searchresults
Falcon Pyramids View INN,"Giza, Cairo","EGP 4,565",Scored 9.9,9.9,Scored 9.9,https://www.booking.com/hotel/eg/falcon-pyramids-view-inn-al-haram.html?label=gen173bo-10CAEoggI46AdIM1gDaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGYAgKoAgG4AuXwwMYGwAIB0gIkOWVmMDM3YmItZGJlYi00OTUwLThiYTYtYWFjYzNlMzJkYWFk2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-09-21&checkout=2025-09-30&dest_id=-290692&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=525f7c648d450097&srepoch=1758476505&all_sr_blocks=1293105202_403415617_0_1_0&highlighted_blocks=1293105202_403415617_0_1_0&matching_block_id=1293105202_403415617_0_1_0&sr_pri_blocks=1293105202_403415617_0_1_0__9477&from=searchresults
